      1.4000    94.0000    73.9758
      1.4000    96.0000    74.4654
      1.4000   108.0000    81.3248
      1.4000   110.0000    82.6877
      1.4000   112.0000    83.7535
      1.4000   114.0000    78.8436
      1.4000   116.0000    74.3515
      1.4000   118.0000    70.3946
      1.4000   120.0000    67.0563
      1.4000   122.0000    64.5107
      1.4000   124.0000    62.8375
      1.4000   126.0000    62.1486
      1.4000   128.0000    62.5738
      1.4000   130.0000    64.2376
      1.4000   132.0000    67.2609
      1.4000   134.0000    71.7665
      1.4000   136.0000    77.8390
      1.4000   138.0000    85.5070
      1.4000   140.0000    94.7570
      1.4000   142.0000   105.5374
      1.4000   144.0000   117.7597
      1.4000   146.0000   131.3010
      1.4000   148.0000   146.0096
      1.4000   150.0000   161.7096
      1.4000   152.0000   178.2933
      1.4000   154.0000   193.1329
      1.4000   156.0000   210.7138
      1.4000   160.0000   247.3964
      1.4000   162.0000   265.1116
      1.4000   172.0000   341.1803
      1.4000   174.0000   348.9964
      1.4000   176.0000   355.2348
      1.4000   178.0000   358.1486
      1.4000    90.0000    73.2239
      1.4500    94.0000    79.9896
      1.4500    96.0000    80.3613
      1.4500    98.0000    80.8528
      1.4500   100.0000    81.4636
      1.4500   102.0000    82.1785
      1.4500   104.0000    82.9523
      1.4500   106.0000    89.9116
      1.4500   108.0000    84.5392
      1.4500   110.0000    79.3115
      1.4500   112.0000    74.3015
      1.4500   114.0000    69.5634
      1.4500   116.0000    65.1497
      1.4500   118.0000    61.1122
      1.4500   120.0000    57.5030
      1.4500   122.0000    54.4616
      1.4500   124.0000    52.0277
      1.4500   126.0000    50.2905
      1.4500   128.0000    49.3532
      1.4500   130.0000    49.3245
      1.4500   132.0000    50.3172
      1.4500   134.0000    52.4479
      1.4500   136.0000    55.8172
      1.4500   138.0000    60.4899
      1.4500   140.0000    66.4947
      1.4500   142.0000    73.8262
      1.4500   144.0000    82.4451
      1.4500   146.0000    92.2798
      1.4500   148.0000   103.2301
      1.4500   150.0000   115.2585
      1.4500   152.0000   128.0348
      1.4500   154.0000   141.4860
      1.4500   156.0000   155.4398
      1.4500   158.0000   167.4500
      1.4500   160.0000   182.0336
      1.4500   162.0000   197.8185
      1.4500   164.0000   212.3848
      1.4500   170.0000   254.9096
      1.4500   172.0000   270.7836
      1.4500   174.0000   278.0465
      1.4500   176.0000   284.7468
      1.4500   178.0000   288.4983
      1.4500    90.0000    79.2622
      1.5000    94.0000   103.3753
      1.5000    96.0000   100.7874
      1.5000    98.0000    97.4365
      1.5000   100.0000    93.5228
      1.5000   102.0000    89.2377
      1.5000   104.0000    84.7382
      1.5000   106.0000    80.1431
      1.5000   108.0000    75.5410
      1.5000   110.0000    70.9990
      1.5000   112.0000    66.5696
      1.5000   114.0000    62.2958
      1.5000   116.0000    58.2184
      1.5000   118.0000    54.3648
      1.5000   120.0000    50.8364
      1.5000   122.0000    47.6850
      1.5000   124.0000    44.9425
      1.5000   126.0000    42.6769
      1.5000   128.0000    40.9675
      1.5000   130.0000    39.9091
      1.5000   132.0000    39.5781
      1.5000   134.0000    40.0976
      1.5000   136.0000    41.5608
      1.5000   138.0000    44.0512
      1.5000   140.0000    47.6265
      1.5000   142.0000    52.3171
      1.5000   144.0000    58.1241
      1.5000   146.0000    65.0189
      1.5000   148.0000    72.9450
      1.5000   150.0000    81.8999
      1.5000   152.0000    91.6150
      1.5000   154.0000   102.0481
      1.5000   156.0000   113.0635
      1.5000   158.0000   124.5109
      1.5000   160.0000   136.2280
      1.5000   162.0000   145.7467
      1.5000   164.0000   157.7237
      1.5000   170.0000   193.9763
      1.5000   172.0000   204.9893
      1.5000   174.0000   215.8077
      1.5000   178.0000   235.4643
      1.5000    90.0000    85.8394
      1.5500    92.0000    88.3662
      1.5500    94.0000    87.2826
      1.5500    96.0000    85.6855
      1.5500    98.0000    92.8949
      1.5500   108.0000    67.4795
      1.5500   110.0000    63.7666
      1.5500   112.0000    60.0384
      1.5500   114.0000    56.3490
      1.5500   116.0000    52.7723
      1.5500   118.0000    49.3816
      1.5500   120.0000    46.1768
      1.5500   122.0000    43.1900
      1.5500   124.0000    40.4660
      1.5500   126.0000    38.0568
      1.5500   128.0000    36.0213
      1.5500   130.0000    34.4268
      1.5500   132.0000    33.3482
      1.5500   134.0000    32.8706
      1.5500   136.0000    33.0823
      1.5500   138.0000    34.0685
      1.5500   140.0000    35.9022
      1.5500   142.0000    38.6383
      1.5500   144.0000    42.3092
      1.5500   146.0000    46.9221
      1.5500   150.0000    58.9396
      1.5500   152.0000    66.1597
      1.5500   154.0000    74.1017
      1.5500   156.0000    82.6615
