      1.0000   103.0000   118.4732
      1.0000   104.0000   117.0010
      1.0000   105.0000   115.4626
      1.0000   106.0000   113.9175
      1.0000   107.0000   112.3957
      1.0000   108.0000   110.9156
      1.0000   109.0000   109.4887
      1.0000   110.0000   108.1225
      1.0000   111.0000   106.8224
      1.0000   112.0000   105.5917
      1.0000   113.0000   104.4328
      1.0000   114.0000   103.3474
      1.0000   115.0000   102.3365
      1.0000   116.0000   101.4007
      1.0000   117.0000   100.5401
      1.0000   118.0000    99.7545
      1.0000   119.0000    99.0437
      1.0000   120.0000    98.4071
      1.0000   121.0000    97.8439
      1.0000   122.0000    97.3533
      1.0000   123.0000    96.9344
      1.0000   124.0000    96.5861
      1.0000   125.0000    96.3075
      1.0000   126.0000    96.0972
      1.0000   127.0000    95.9543
      1.0000   128.0000    95.8775
      1.0000   129.0000    95.8655
      1.0000   130.0000    95.9172
      1.0000   131.0000    96.0312
      1.0000   132.0000    96.2064
      1.0000   133.0000    96.4414
      1.0000   135.0000    97.0727
      1.0000   136.0000    97.4819
      1.0000   137.0000    97.9478
      1.0000   138.0000    98.5887
      1.0000   139.0000    99.1605
      1.0000   140.0000    99.7802
      1.0000   141.0000   100.4475
      1.0000   142.0000   101.1614
      1.0000   143.0000   101.9205
      1.0000   144.0000   102.7232
      1.0000   145.0000   103.5680
      1.0000   146.0000   104.4533
      1.0000   147.0000   105.3771
      1.0000   148.0000   106.3376
      1.0000   158.0000   117.3501
      1.0000   159.0000   118.5104
      1.0000   160.0000   119.6609
      1.0000   161.0000   120.7937
      1.0000   162.0000   121.8998
      1.0000   163.0000   122.9692
      1.0000   164.0000   123.9903
      1.0000   166.0000   125.8371
      1.0000   167.0000   126.6371
      1.0000   168.0000   127.3406
      1.0000   169.0000   127.9425
      1.0500    99.0000    94.3822
      1.0500   100.0000    92.3639
      1.0500   101.0000    90.3395
      1.0500   102.0000    88.3442
      1.0500   103.0000    86.3968
      1.0500   104.0000    84.5093
      1.0500   105.0000    82.6903
      1.0500   106.0000    80.9460
      1.0500   107.0000    79.2814
      1.0500   108.0000    77.7000
      1.0500   109.0000    76.2042
      1.0500   110.0000    74.7951
      1.0500   111.0000    73.4729
      1.0500   112.0000    72.2372
      1.0500   113.0000    71.0875
      1.0500   114.0000    70.0225
      1.0500   115.0000    69.0413
      1.0500   116.0000    68.1424
      1.0500   117.0000    67.3263
      1.0500   118.0000    66.5882
      1.0500   119.0000    65.9263
      1.0500   120.0000    65.3427
      1.0500   121.0000    64.8342
      1.0500   122.0000    64.3992
      1.0500   123.0000    64.0361
      1.0500   124.0000    63.7434
      1.0500   125.0000    63.5196
      1.0500   126.0000    63.3630
      1.0500   127.0000    63.2723
      1.0500   128.0000    63.2459
      1.0500   129.0000    63.2823
      1.0500   130.0000    63.3800
      1.0500   131.0000    63.5375
      1.0500   132.0000    63.7529
      1.0500   136.0000    65.2412
      1.0500   137.0000    65.7360
      1.0500   138.0000    66.2753
      1.0500   139.0000    66.8609
      1.0500   140.0000    67.4921
      1.0500   141.0000    68.1676
      1.0500   142.0000    68.8858
      1.0500   143.0000    69.6451
      1.0500   144.0000    70.4439
      1.0500   145.0000    71.2802
      1.0500   146.0000    72.1522
      1.0500   147.0000    73.0577
      1.0500   148.0000    73.9946
      1.0500   149.0000    74.9604
      1.0500   150.0000    75.9525
      1.0500   162.0000    88.5428
      1.0500   163.0000    89.4799
      1.0500   167.0000    92.5874
      1.1000    94.0000    84.5904
      1.1000    95.0000    82.1829
      1.1000    96.0000    79.7370
      1.1000    97.0000    77.3124
      1.1000    98.0000    74.9354
      1.1000    99.0000    72.6215
      1.1000   100.0000    70.3811
      1.1000   101.0000    68.2212
      1.1000   102.0000    66.1465
      1.1000   103.0000    64.1602
      1.1000   104.0000    62.2643
      1.1000   105.0000    60.4600
      1.1000   106.0000    58.7481
      1.1000   107.0000    57.1290
      1.1000   108.0000    55.6032
      1.1000   109.0000    54.1707
      1.1000   110.0000    52.8312
