      1.0000   120.3733     1.2355
      1.0204   119.6419     1.2375
      1.0390   119.0204     1.3278
      1.0408   118.9549     1.3174
      1.0612   118.3112     1.2427
      1.0816   117.7540     1.2507
      1.0958   117.4082     1.2316
      1.1020   117.2464     1.2475
      1.1224   116.7651     1.2470
      1.1429   116.3319     1.2340
      1.1633   115.9469     1.2759
      1.1724   115.7959     1.2466
      1.1837   115.6010     1.2272
      1.2041   115.3002     1.2326
      1.2245   115.0530     1.2575
      1.2449   114.8634     1.2430
      1.2653   114.7390     1.2287
      1.2857   114.6782     1.2229
      1.3061   114.6811     1.2208
      1.3265   114.7499     1.2207
      1.3469   114.8902     1.2208
      1.3673   115.1204     1.2161
      1.3878   115.4480     1.2103
      1.4044   115.7959     1.2086
      1.4082   115.8766     1.2065
      1.4286   116.4244     1.2060
      1.4490   117.1300     1.1978
      1.4556   117.4082     1.2035
      1.4694   118.0253     1.1853
      1.4877   119.0204     1.1777
      1.4898   119.1397     1.1920
      1.5102   120.4838     1.1975
      1.5122   120.6327     1.1952
      1.5306   122.0804     1.1735
      1.5325   122.2449     1.1872
      1.5497   123.8571     1.1763
      1.5510   123.9897     1.1588
      1.5649   125.4694     1.1899
      1.5714   126.2071     1.1782
      1.5786   127.0816     1.1676
      1.5910   128.6939     1.1810
      1.5918   128.8014     1.1736
      1.6025   130.3061     1.1782
      1.6122   131.8030     1.1700
      1.6130   131.9184     1.1569
      1.6229   133.5306     1.1777
      1.6319   135.1429     1.1609
      1.6327   135.2805     1.1726
      1.6405   136.7551     1.1709
      1.6486   138.3673     1.1807
      1.6531   139.3395     1.1788
      1.6560   139.9796     1.1397
      1.6631   141.5918     1.1796
      1.6699   143.2041     1.1644
      1.6735   144.1358     1.1570
      1.6761   144.8163     1.1615
      1.6824   146.4286     1.1786
      1.6878   148.0408     1.1409
      1.6926   149.6531     1.1634
      1.6939   150.0505     1.1380
      1.6979   151.2653     1.1518
      1.7026   152.8776     1.1403
      1.7065   154.4898     1.1512
      1.7107   156.1020     1.1388
      1.7141   157.7143     1.1505
      1.7143   157.7987     1.1459
      1.7180   159.3265     1.1531
      1.7210   160.9388     1.1343
      1.7240   162.5510     1.1615
      1.7258   164.1633     1.1433
      1.7285   165.7755     1.1465
      1.7313   167.3878     1.1585
      1.7323   169.0000     1.1273
