   1.150	  92.000	  39.778	 -183.96990423	 -184.03329476
   1.000	  92.000	  30.358	 -184.00113414	 -184.04951211
   1.050	  92.000	  33.541	 -183.99193384	 -184.04538545
   1.100	  92.000	  36.692	 -183.98147170	 -184.03994360
   1.350	  92.000	  89.451	 -183.99106148	 -184.13361086
   1.200	  92.000	  42.728	 -183.95764677	 -184.02573761
   1.250	  92.000	  45.537	 -183.94499704	 -184.01756452
   1.550	  92.000	  36.581	 -184.07732880	 -184.13562447
   1.400	  92.000	  77.068	 -184.01582261	 -184.13863859
   1.450	  92.000	  62.776	 -184.03884332	 -184.13888380
   1.500	  92.000	  49.622	 -184.05966942	 -184.13874762
   1.750	  92.000	  -7.140	 -184.12788022	 -184.11650222
   1.600	  92.000	  24.435	 -184.09316493	 -184.13210411
   1.650	  92.000	  12.819	 -184.10653229	 -184.12696053
   1.700	  92.000	   2.312	 -184.11791495	 -184.12159975
   1.950	  92.000	 -32.099	 -184.15717050	 -184.10601674
   1.800	  92.000	 -15.349	 -184.13665287	 -184.11219230
   1.850	  92.000	 -22.203	 -184.14438902	 -184.10900650
   1.900	  92.000	 -27.734	 -184.15120063	 -184.10700363
   2.150	  92.000	 -41.798	 -184.17400965	 -184.10740101
   2.000	  92.000	 -35.504	 -184.16236870	 -184.10578897
   2.050	  92.000	 -38.148	 -184.16686263	 -184.10607033
   2.100	  92.000	 -40.200	 -184.17072023	 -184.10665764
   2.350	  92.000	 -45.427	 -184.18275776	 -184.11036549
   2.200	  92.000	 -43.047	 -184.17679733	 -184.10819766
   2.250	  92.000	 -44.029	 -184.17914645	 -184.10898098
   2.300	  92.000	 -44.807	 -184.18111555	 -184.10971076
   2.550	  92.000	 -46.919	 -184.18692567	 -184.11215589
   2.400	  92.000	 -45.924	 -184.18412055	 -184.11093606
   2.450	  92.000	 -46.326	 -184.18524584	 -184.11142145
   2.500	  92.000	 -46.652	 -184.18617025	 -184.11182573
   2.750	  92.000	 -47.594	 -184.18875387	 -184.11290742
   2.600	  92.000	 -47.138	 -184.18753963	 -184.11242031
   2.650	  92.000	 -47.319	 -184.18803590	 -184.11262794
   2.700	  92.000	 -47.469	 -184.18843485	 -184.11278757
   2.950	  92.000	 -47.923	 -184.18949189	 -184.11312199
   2.800	  92.000	 -47.699	 -184.18900771	 -184.11299490
   2.850	  92.000	 -47.786	 -184.18920875	 -184.11305643
   2.900	  92.000	 -47.860	 -184.18936732	 -184.11309735
   3.150	  92.000	 -48.110	 -184.18976892	 -184.11310014
   3.000	  92.000	 -47.977	 -184.18958929	 -184.11313352
   3.050	  92.000	 -48.024	 -184.18966520	 -184.11313380
   3.100	  92.000	 -48.068	 -184.18972395	 -184.11312328
   1.150	  94.000	  70.400	 -183.95000896	 -184.06219850
   1.000	  94.000	  29.056	 -184.00199924	 -184.04830311
   1.050	  94.000	  32.236	 -183.99301835	 -184.04439034
   1.100	  94.000	  35.444	 -183.98275490	 -184.03923883
   1.350	  94.000	  87.067	 -183.99627629	 -184.13502688
   1.200	  94.000	  41.571	 -183.95928307	 -184.02553081
   1.300	  94.000	  94.599	 -183.97386583	 -184.12461839
   1.550	  94.000	  36.068	 -184.07823190	 -184.13570963
   1.400	  94.000	  74.469	 -184.01979159	 -184.13846554
   1.450	  94.000	  61.175	 -184.04137211	 -184.13886040
   1.500	  94.000	  48.525	 -184.06068710	 -184.13801704
   1.750	  94.000	  -7.021	 -184.12775398	 -184.11656498
   1.650	  94.000	  12.772	 -184.10667444	 -184.12702760
   1.700	  94.000	   2.375	 -184.11789722	 -184.12168160
   1.950	  94.000	 -32.007	 -184.15694941	 -184.10594355
   1.800	  94.000	 -15.220	 -184.13645968	 -184.11220517
   1.850	  94.000	 -22.082	 -184.14416541	 -184.10897474
   1.900	  94.000	 -27.627	 -184.15097102	 -184.10694389
   2.150	  94.000	 -41.747	 -184.17386852	 -184.10734115
   2.000	  94.000	 -35.424	 -184.16216414	 -184.10571247
   2.050	  94.000	 -38.078	 -184.16667848	 -184.10599672
   2.100	  94.000	 -40.140	 -184.17055776	 -184.10659013
   2.350	  94.000	 -45.400	 -184.18268566	 -184.11033599
   2.200	  94.000	 -43.003	 -184.17667628	 -184.10814597
   2.250	  94.000	 -43.992	 -184.17904370	 -184.10893720
   2.300	  94.000	 -44.776	 -184.18102912	 -184.10967452
   2.550	  94.000	 -46.905	 -184.18689340	 -184.11214596
   2.400	  94.000	 -45.901	 -184.18406086	 -184.11091261
   2.450	  94.000	 -46.306	 -184.18519680	 -184.11140321
   2.500	  94.000	 -46.635	 -184.18613029	 -184.11181198
   2.750	  94.000	 -47.587	 -184.18874176	 -184.11290713
   2.600	  94.000	 -47.126	 -184.18751383	 -184.11241360
   2.650	  94.000	 -47.309	 -184.18801553	 -184.11262385
   2.700	  94.000	 -47.461	 -184.18841900	 -184.11278560
   2.950	  94.000	 -47.919	 -184.18948899	 -184.11312514
   2.800	  94.000	 -47.692	 -184.18899867	 -184.11299587
   2.850	  94.000	 -47.781	 -184.18920221	 -184.11305834
   2.900	  94.000	 -47.856	 -184.18936280	 -184.11309997
   3.150	  94.000	 -48.106	 -184.18976994	 -184.11310790
   3.000	  94.000	 -47.973	 -184.18958767	 -184.11313714
   3.050	  94.000	 -48.021	 -184.18966463	 -184.11313805
   3.100	  94.000	 -48.064	 -184.18972422	 -184.11312859
   1.150	  96.000	  36.435	 -183.97373389	 -184.03179725
   1.000	  96.000	  26.789	 -184.00353537	 -184.04622583
   1.050	  96.000	  29.932	 -183.99493543	 -184.04263507
   1.100	  96.000	  33.290	 -183.98484511	 -184.03789552
   1.350	  96.000	  81.343	 -184.00471558	 -184.13434412
   1.200	  96.000	  39.444	 -183.96148590	 -184.02434320
   1.300	  96.000	  89.117	 -183.98334775	 -184.12536535
   1.400	  96.000	  70.534	 -184.02575876	 -184.13816123
   1.450	  96.000	  58.688	 -184.04526729	 -184.13879294
   1.500	  96.000	  47.062	 -184.06301323	 -184.13801144
   1.750	  96.000	  -6.839	 -184.12752774	 -184.11662833
   1.600	  96.000	  23.715	 -184.09397285	 -184.13176528
   1.650	  96.000	  12.685	 -184.10686443	 -184.12707886
   1.700	  96.000	   2.461	 -184.11782992	 -184.12175178
   1.950	  96.000	 -31.851	 -184.15658175	 -184.10582395
   1.800	  96.000	 -15.009	 -184.13613676	 -184.11221840
   1.850	  96.000	 -21.882	 -184.14379466	 -184.10892402
   1.900	  96.000	 -27.449	 -184.15058983	 -184.10684724
   2.150	  96.000	 -41.661	 -184.17363313	 -184.10724250
   2.000	  96.000	 -35.289	 -184.16182359	 -184.10558688
   2.050	  96.000	 -37.962	 -184.16637166	 -184.10587554
   2.100	  96.000	 -40.040	 -184.17028690	 -184.10647885
   2.350	  96.000	 -45.355	 -184.18256529	 -184.11028730
   2.200	  96.000	 -42.930	 -184.17647430	 -184.10806070
   2.250	  96.000	 -43.930	 -184.17887223	 -184.10886505
   2.300	  96.000	 -44.723	 -184.18088487	 -184.10961465
   2.550	  96.000	 -46.881	 -184.18683955	 -184.11212965
   2.400	  96.000	 -45.863	 -184.18396121	 -184.11087381
   2.450	  96.000	 -46.274	 -184.18511494	 -184.11137309
   2.500	  96.000	 -46.608	 -184.18606360	 -184.11178935
   2.750	  96.000	 -47.575	 -184.18872158	 -184.11290667
   2.600	  96.000	 -47.106	 -184.18747080	 -184.11240251
   2.650	  96.000	 -47.292	 -184.18798156	 -184.11261712
   2.700	  96.000	 -47.446	 -184.18839258	 -184.11278238
   2.950	  96.000	 -47.913	 -184.18948416	 -184.11313038
   2.800	  96.000	 -47.682	 -184.18898361	 -184.11299752
   2.850	  96.000	 -47.772	 -184.18919133	 -184.11306153
   2.900	  96.000	 -47.848	 -184.18935527	 -184.11310435
   3.150	  96.000	 -48.100	 -184.18977150	 -184.11311982
   3.000	  96.000	 -47.968	 -184.18958501	 -184.11314316
   3.050	  96.000	 -48.016	 -184.18966369	 -184.11314502
   3.100	  96.000	 -48.059	 -184.18972469	 -184.11313719
   1.150	  98.000	  32.748	 -183.97728217	 -184.02946957
   1.000	  98.000	  23.441	 -184.00582291	 -184.04317930
   1.050	  98.000	  26.484	 -183.99776309	 -184.03996817
   1.100	  98.000	  30.017	 -183.98788119	 -184.03571625
